motif_name	a_hot_motif	b_hot_not	c_idr_nonhot_motif	d_idr_nonhot_not	OR	logOR	SE	CI_low	CI_high	p_value	q_value
LIG_SPRY_1	0	20617	12	1245949	2.4172659148781377	0.88263711423745	1.4422376035475224	0.1431090161140691	40.83023321587349	1.0	1.0
LIG_SUFU_1	0	20617	3	1245958	8.63315491347503	2.155610013430976	1.511874198071714	0.4458987303279202	167.1486341870644	1.0	1.0
LIG_SUMO_SIM_anti_2	135	20482	18476	1227485	0.4378946576719505	-0.8257769051305679	0.0866670047234252	0.3694853326950121	0.5189698054290947	8.82646468180548e-28	8.654838979659262e-27
LIG_SUMO_SIM_par_1	237	20380	27823	1218138	0.5091393946670522	-0.6750334400676958	0.0656143231958914	0.4476974929781595	0.5790135689113145	1.6769763065870728e-30	1.9732421207507888e-29
LIG_SxIP_EBH_1	24	20593	1880	1244081	0.7712273639772242	-0.259772053979672	0.2055430503734501	0.5154904854081597	1.153836324401426	0.2378298190834414	0.3714775492763488
LIG_TPR	0	20617	6	1245955	4.648610683605227	1.5365683972370037	1.4676155691899662	0.2618566353319901	82.52447473913097	1.0	1.0
LIG_TRAF2like_MATH_loPxQ_2	161	20456	7477	1238484	1.303671527896081	0.2651845359881753	0.0799663457686654	1.1145497350456242	1.5248843539291057	0.0014718063577416	0.0036079697519638
LIG_TRAF2like_MATH_shPxQ_1	25	20592	944	1245017	1.601196994801338	0.4707514712929876	0.2027527750348804	1.076113599838181	2.3824917894787023	0.0292892459292373	0.0580848528821391
LIG_TRAF3_MATH_PxP_3	15	20602	1750	1244211	0.5176519616680766	-0.6584521512126699	0.2593982226945509	0.3113390811375254	0.8606807485901277	0.008008125041534	0.0170198273007597
LIG_TRAF4_MATH_1	19	20598	1946	1244015	0.5896731160700003	-0.5281869361788774	0.2306399917914241	0.3752205396705353	0.9266933631112432	0.0197826892936987	0.0399045104038609
LIG_TRAF6_MATH_1	167	20450	8989	1236972	1.1237550268584178	0.1166757800826024	0.0784154271371238	0.9636583488404634	1.3104492498913929	0.1356521934305435	0.2227219733999156
LIG_Trf4_IWRxY_1	0	20617	36	1245925	0.8278148467437724	-0.1889657646462022	1.4238843230318723	0.0508040584018424	13.48863539737531	1.0	1.0
LIG_TRFH_1	17	20600	2212	1243749	0.4640121183658421	-0.7678446099291659	0.2435671502642252	0.2878728974821699	0.7479246843780832	0.0005488482907554	0.0014789576079135
LIG_TYR_ITAM	37	20580	545	1245416	4.10841486791309	1.413037277208886	0.1700331827080344	2.9440089445759816	5.733363262359375	5.114665969252673e-12	2.57925298163742e-11
LIG_TYR_ITIM	59	20558	8332	1237629	0.4262970877753126	-0.8526187866316496	0.1308381542445389	0.3298683745956761	0.5509143071640632	6.794671887974601e-14	3.690029502238514e-13
LIG_TYR_ITSM	16	20601	1488	1244473	0.6495524541297453	-0.4314716853476322	0.2514386364437406	0.3968124957438306	1.063268912122041	0.1012357422142341	0.1734767815612846
LIG_UBA3_1	223	20394	22114	1223847	0.6051489309867564	-0.502280684325142	0.0676710889555981	0.5299799948692249	0.6909793430311967	1.0177395571047037e-15	6.194173511344145e-15
LIG_UFM1_UFIM_1	0	20617	1	1245960	20.14406046643224	3.002909479006791	1.6330082583214578	0.8205448506983131	494.5289361452236	1.0	1.0
LIG_ULM_U2AF65_1	6	20611	213	1245748	1.702561397202779	0.5321338213591357	0.4140179016174942	0.756281766060505	3.8328509840248777	0.1769227110148809	0.2851767899006985
LIG_VCP_SHPBox_1	0	20617	247	1245714	0.1220611106824275	-2.1032334524280176	1.4156587545303112	0.0076127971569867	1.9570881022823767	0.0383400719434588	0.0743628867914339
LIG_VCP_VBM_3	0	20617	101	1245860	0.2976715820232585	-1.2117644739540094	1.4177099568997191	0.0184909105459326	4.791996074185762	0.4178960216484161	0.6045790804995528
LIG_VCP_VIM_2	12	20605	488	1245473	1.486356964130145	0.396328135570388	0.2922872704698988	0.8381527511097185	2.6358644315050137	0.1578316738167526	0.2555714718225398
LIG_Vh1_VBS_1	0	20617	930	1245031	0.0324487493766968	-3.428093376584067	1.414610899401179	0.0020279481930549	0.5192052438605537	3.9312276382033074e-07	1.5592397261637835e-06
LIG_WD40_WDR5_VDV_1	28	20589	3089	1242872	0.547181333616229	-0.6029750257990836	0.1899668110201852	0.3770754513323386	0.7940252031791634	0.000640748649164	0.0017006336327437
LIG_WD40_WDR5_VDV_2	2596	18021	181472	1064489	0.8450012547323876	-0.1684171667356661	0.0211458917630258	0.8106952107206206	0.8807590214633393	4.947025200847973e-16	3.118392671248812e-15
LIG_WD40_WDR5_WIN_1	0	20617	70	1245891	0.4285732959417007	-0.8472935031993946	1.419237014133645	0.0265427655902342	6.919967302198212	0.6327980325828386	0.8558532777844523
LIG_WD40_WDR5_WIN_2	0	20617	223	1245738	0.1351709482046078	-2.0012150186067528	1.4158119854532565	0.0084279095928658	2.1679379728988937	0.0565945432902317	0.1036696573847375
LIG_WD40_WDR5_WIN_3	0	20617	15	1245946	1.949403302080522	0.6675233268153633	1.4368595735564038	0.1166331853165617	32.58226399157447	1.0	1.0
LIG_WH1	0	20617	2	1245959	12.086426579362191	2.4920830526468167	1.549209251547401	0.5802088927406024	251.7743338408681	1.0	1.0
LIG_WRC_WIRS_1	160	20457	10850	1235111	0.8903367274370496	-0.1161555423756507	0.079949099840919	0.7612025618200874	1.0413778512882517	0.1506309103280674	0.2461699599342953
LIG_WRPW_1	0	20617	18	1245943	1.633279915055106	0.4905902108453464	1.4332143451502355	0.0984201316757326	27.104244177516826	1.0	1.0
LIG_WRPW_2	0	20617	181	1245780	0.1664557877461743	-1.7930255438853937	1.4161775831683885	0.0103710852756813	2.671613291925134	0.1282097343747407	0.2114861506274929
LIG_WW_1	18	20599	637	1245324	1.7083202664194808	0.535510587401927	0.2391124491072618	1.0691352959723095	2.7296434264715463	0.0298768195686068	0.058919091104571
LIG_WW_2	0	20617	464	1245497	0.0650266143685612	-2.732958641065005	1.4149919285661563	0.0040609318132282	1.0412537739401475	0.0012514211990352	0.0031109273468973
LIG_WW_3	52	20565	2105	1243856	1.4941446187945873	0.4015538817544735	0.140553402205734	1.1343606785608318	1.968040839272712	0.0062363676599187	0.013505753275775
MOD_AAK1BIKe_LxxQxTG_1	7	20610	261	1245700	1.621037289862266	0.4830662467222992	0.3830638111059564	0.7651075834784535	3.4344998688645227	0.2168846035950239	0.3417868976296582
MOD_ASX_betaOH_EGF	12	20605	676	1245285	1.0728294534129563	0.0702995073185217	0.2913107588348186	0.6061246748497243	1.8988882714528976	0.7620351256516102	0.9853421221795546
MOD_CAAXbox	0	20617	98	1245863	0.3067384601938007	-1.1817598156788622	1.4178157811950964	0.0190501796535518	4.938981399292014	0.4147405336198473	0.6045790804995528
MOD_CDC14_SPxK_1	216	20401	3039	1242922	4.330274927486714	1.4656310336446547	0.070770806133483	3.769416645792485	4.974584321568885	2.5975097855061302e-65	5.730755964272899e-64
MOD_CDK_SPK_2	296	20321	6777	1239184	2.6634524441079823	0.9796231925536028	0.0597992763684033	2.3688784395301017	2.9946572199086625	2.483185110604156e-46	3.9843833820148504e-45
MOD_CDK_SPxK_1	542	20075	8172	1237789	4.089422606976164	1.4084037882005531	0.0449222506996219	3.7447549346947584	4.465813531215997	5.703455038353302e-150	5.033299071346788e-148
MOD_CDK_SPxxK_3	434	20183	9915	1236046	2.680685864531169	0.9860726813821128	0.0495515936365835	2.4325778966507854	2.954099317514614	1.5415098723290532e-67	3.6276865662143725e-66
MOD_CK1_1	2544	18073	95332	1150629	1.698961234779692	0.5300170259372594	0.0214422868426342	1.629038793640245	1.7718849229084597	4.286582543409952e-119	2.521939396372855e-117
MOD_CK2_1	1890	18727	78322	1167639	1.5045908524563791	0.408521002407557	0.0244156425021796	1.434284822009699	1.5783431565031962	8.674685026792241e-57	1.7012021191431448e-55
MOD_CMANNOS	16	20601	984	1244977	0.982647854729603	-0.0175044582865401	0.2521222019641205	0.5994972005683581	1.6106777571092066	1.0	1.0
MOD_Cter_Amidation	165	20452	5035	1240926	1.988357946554832	0.6873091456256886	0.0794286888718722	1.701701980850684	2.323301828473721	4.559235926147643e-15	2.68235046988353e-14
MOD_DYRK1A_RPxSP_1	28	20589	1328	1244633	1.2745768152019414	0.2426142138706557	0.1910933563385365	0.8764034238455352	1.8536509712867664	0.1968708982222624	0.3116386864235814
MOD_GlcNHglycan	1226	19391	54930	1191031	1.3708935408324572	0.3154627468230121	0.0297703812228954	1.2931909899927347	1.4532649197522711	3.3037068764662368e-24	2.776686969982337e-23
MOD_GSK3_1	4175	16442	157220	1088741	1.7584038338649546	0.5644064849793076	0.017539093924889	1.6989830410008853	1.8199028291238604	1.4351353332573958e-203	1.688675908799536e-201
MOD_LATS_1	79	20538	6222	1239739	0.7664241811691096	-0.2660195011933882	0.1134391675214054	0.6136317603859458	0.9572614447324062	0.0165693964001325	0.034204660404952
MOD_LOK_YxT_1	0	20617	63	1245898	0.4758202696470871	-0.7427150808288244	1.4197877787244884	0.0294371108410795	7.6911396036556	0.6292850235419614	0.8558532777844523
MOD_NEK2_1	37	20580	3716	1242245	0.6010185905824732	-0.5091294121757977	0.1653648374120948	0.4346368198530536	0.8310923735082282	0.001190762028401	0.0029811276313869
MOD_NEK2_2	199	20418	14631	1231330	0.8202388346158414	-0.1981597194056647	0.0717165404885913	0.7126790224909662	0.9440319198120944	0.0049778860193957	0.0110515331122433
MOD_N-GLC_1	531	20086	37898	1208063	0.8427026399285857	-0.171141123506012	0.0442745918109222	0.7726575649349785	0.9190976333770428	8.424128348453677e-05	0.0002668411903249
MOD_N-GLC_2	14	20603	3034	1242927	0.2783733263464489	-1.278792165649176	0.2679692342275604	0.1646370599116724	0.4706820497326711	4.223771206708372e-09	1.8873306784405764e-08
MOD_NMyristoyl	0	20617	311	1245650	0.0969777618438418	-2.333273586104531	1.415365528106555	0.0060518575488692	1.5540164678856452	0.0116260580610957	0.0242840147666673
MOD_OFUCOSY	29	20588	3563	1242398	0.4911665242815477	-0.7109720553641965	0.1865818797809592	0.3407273983491203	0.7080280474763266	2.880884599407004e-05	9.685259653244498e-05
MOD_OGLYCOS	7	20610	194	1245767	2.180997363906021	0.7797822785557725	0.38478709033254	1.0259300648426577	4.636524130028817	0.0476654174648252	0.09046178690905
MOD_PIKK_1	965	19652	51607	1194354	1.1364360781743243	0.1278971182714223	0.0332771592100025	1.0646795759295191	1.2130287731392848	0.0001534986888371	0.0004753073435046
MOD_PK_1	269	20348	7380	1238581	2.218700099301956	0.7969214835332183	0.0624734001684978	1.962999418772744	2.5077083994859817	4.5432376022474735e-30	5.173428624494703e-29
MOD_PKA_1	767	19850	15252	1230709	3.117908979687018	1.1371625783195054	0.0376900054403747	2.895883273665333	3.356957268967742	2.7709173372915224e-148	1.956267640127815e-146
MOD_PKA_2	1631	18986	53268	1192693	1.923458248692687	0.6541247370701324	0.0261801949792162	1.8272489959857947	2.024733160391185	1.8761648835303391e-116	9.46123148408871e-115
MOD_PKB_1	389	20228	5970	1239991	3.994301636387064	1.3848687545222884	0.0528056924699626	3.601569048381766	4.429859693961142	1.0431386248966618e-105	4.091421495428018e-104
MOD_Plk_1	900	19717	59438	1186523	0.9111998645704308	-0.0929930154768854	0.034343788644175	0.8518823562380622	0.9746477164519942	0.0065246808222784	0.0140439776235628
MOD_Plk_2-3	455	20162	14143	1231818	1.965544093198623	0.6757690992066904	0.0481551515072168	1.7885138118082695	2.1600971470284365	3.4841517352058462e-37	4.730406009721783e-36
MOD_Plk_4	1193	19424	86733	1159228	0.8208924633232657	-0.1973631606625512	0.0300349454656169	0.7739626566526365	0.8706678940497996	1.5346601841912725e-11	7.524097847493322e-11
MOD_PRMT_GGRGG_1	0	20617	67	1245894	0.4476220758165707	-0.803805983348222	1.4194590941399987	0.0277104464738955	7.230685472610081	0.6307977417787863	0.8558532777844523
MOD_ProDKin_1	2780	17837	75962	1169999	2.400557336587521	0.8757009339723124	0.0207314892882865	2.304968971494354	2.500109805169362	0.0	0.0
MOD_SPalmitoyl_2	0	20617	0	1245961	60.43222990178246	4.101522570268241	2.0000123262317087	1.1990126313021832	3045.8848518848336	1.0	1.0
MOD_SPalmitoyl_4	0	20617	15	1245946	1.949403302080522	0.6675233268153633	1.4368595735564038	0.1166331853165617	32.58226399157447	1.0	1.0
MOD_SUMO_for_1	140	20477	7664	1238297	1.1046661089181682	0.0995431254340533	0.0855744129350787	0.9340897774380026	1.3063917855298433	0.2431837986198624	0.3781668762678918
MOD_SUMO_rev_2	529	20088	39725	1206236	0.799626820091033	-0.2236101350336748	0.0443412023065224	0.733066475515711	0.8722306540605043	2.1302735351153403e-07	8.643523653973736e-07
MOD_TYR_CSK	0	20617	14	1245947	2.083846581620066	0.7342155039163933	1.438407043339669	0.1242993759454755	34.93514382272086	1.0	1.0
MOD_TYR_DYR	33	20584	0	1245961	4055.4504845879183	8.30781705398892	1.4247456366327604	248.46838303353212	66192.23915794885	9.367839860346413e-60	1.945204394530755e-58
MOD_WntLipid	0	20617	21	1245940	1.4053770081298065	0.3403055999792722	1.4305806279267432	0.0851251773798561	23.20211946421467	1.0	1.0
TRG_AP2beta_CARGO_1	2	20615	647	1245314	0.1867330738972874	-1.678075094164971	0.7082336524284301	0.0465972825967778	0.7483106083430925	0.0028876671447086	0.0066623954384454
TRG_Cilium_Arf4_1	5	20612	4	1245957	75.5601712594605	4.324929309166745	0.6708571517274168	20.28839995196161	281.40905612455583	1.362777773502405e-07	5.795910289715047e-07
TRG_Cilium_RVxP_2	5	20612	1070	1244891	0.2822262596328062	-1.265046190622567	0.4483122774923049	0.1172158403376455	0.6795298433802459	0.0009714786802816	0.0024495141009959
TRG_DiLeu_BaEn_1	118	20499	10483	1235478	0.6784201872896344	-0.3879884377395828	0.092841591338531	0.5655492157193552	0.8138176797516704	1.076494557550797e-05	3.762401770449815e-05
TRG_DiLeu_BaEn_2	23	20594	4359	1241602	0.3181139117510244	-1.1453457472914028	0.2091818216964614	0.2111171433484001	0.479337960169995	3.189985279243868e-11	1.521709194017683e-10
TRG_DiLeu_BaEn_3	0	20617	1599	1244362	0.0188667316120863	-3.970355140110299	1.4144520145567514	0.0011794806215344	0.301788393317913	7.060334731349474e-12	3.5102790988258645e-11
TRG_DiLeu_BaEn_4	78	20539	5212	1240749	0.9040549628046032	-0.1008651208755649	0.1142885452462507	0.7226208044668074	1.131043239717816	0.4138819289102409	0.6045790804995528
TRG_DiLeu_BaLyEn_6	102	20515	11106	1234855	0.5528240724098915	-0.5927154611492012	0.0997171881885028	0.454680115563739	0.6721526729994302	7.522531514902566e-11	3.4940179273165863e-10
TRG_DiLeu_LyEn_5	9	20608	932	1245029	0.5834050966498281	-0.5388734854710978	0.3350125378599503	0.3025532270872771	1.1249640602868587	0.1202261384989052	0.2011366203322917
TRG_ENDOCYTIC_2	531	20086	34890	1211071	0.9176344256241584	-0.0859561968435226	0.0443002518608214	0.8413187392699074	1.0008726773651906	0.0526169660480437	0.0987967500795715
TRG_ER_diArg_1	468	20149	18146	1227815	1.5716085558270374	0.4520996527106611	0.0473529873415876	1.432308957227536	1.7244557749116765	3.9852526582366844e-19	2.9308212257448944e-18
TRG_ER_diLys_1	10	20607	354	1245607	1.707509022083714	0.535035596246046	0.3207400641921634	0.910633352711583	3.201713457798981	0.095022515990476	0.1660541987358318
TRG_ER_FFAT_1	0	20617	122	1245839	0.2466380106062068	-1.3998335614187427	1.4171141698760503	0.0153386830970849	3.9658103561281455	0.2738499352941448	0.4221354897765638
TRG_ER_FFAT_2	17	20600	349	1245612	2.9453645644977327	1.0802326004430045	0.2484717397053277	1.8098210819141067	4.793386763195324	0.0001367197728854	0.0004270980515802
TRG_ER_KDEL_1	0	20617	28	1245933	1.0601907338979193	0.0584488295766869	1.4265822879858885	0.0647221067580649	17.366622450109706	1.0	1.0
TRG_Golgi_diPhe_1	0	20617	3	1245958	8.63315491347503	2.155610013430976	1.511874198071714	0.4458987303279202	167.1486341870644	1.0	1.0
TRG_LysEnd_GGAAcLL_1	0	20617	25	1245936	1.1849219086203655	0.1696768725171752	1.4280283580410384	0.0721319131454676	19.46489242143098	1.0	1.0
TRG_LysEnd_GGAAcLL_2	0	20617	2	1245959	12.086426579362191	2.4920830526468167	1.549209251547401	0.5802088927406024	251.7743338408681	1.0	1.0
TRG_NES_CRM1_1	121	20496	16616	1229345	0.436780814260833	-0.8283237789116311	0.0915109240212045	0.3650630538690166	0.5225877493886485	2.6196345822137463e-25	2.3118275188036312e-24
TRG_NESrev_CRM1_2	51	20566	18754	1227207	0.1622722495657213	-1.8184798014237988	0.1403944582101496	0.1232361384260484	0.2136733860329551	3.628141475752226e-74	9.148099578146685e-73
TRG_NLS_Bipartite_1	432	20185	7771	1238190	3.410086349956762	1.22673761354278	0.0499384396165041	3.0921241189864648	3.760744545394601	2.503980766631681e-96	8.035501914736212e-95
TRG_NLS_MonoCore_2	155	20462	2878	1243083	3.271846764344069	1.185354585230647	0.0827571866919451	2.781945489506322	3.8480197723962	3.9228454653991385e-34	5.1287572195773916e-33
TRG_NLS_MonoExtC_3	220	20397	5862	1240099	2.2817440573634173	0.8249400879909113	0.0690353387229608	1.992979637350482	2.61234778606907	2.321268159569966e-26	2.1563359482321003e-25
TRG_NLS_MonoExtN_4	364	20253	9114	1236847	2.4390403029935523	0.8916046434898574	0.0539180671365781	2.1944363642762363	2.710909141167526	3.894126021807921e-48	6.5458404080866475e-47
TRG_Oom_RxLR_1	54	20563	4150	1241811	0.7858048231441547	-0.241046833999095	0.1371456112523786	0.6005843193670182	1.0281474227089626	0.08687713326652	0.1525752638959282
TRG_Pf-PMV_PEXEL_1	271	20346	20347	1225614	0.8023125374574198	-0.2202570494501721	0.06155607055685	0.7111250769222015	0.9051929521981776	0.0002473966918531	0.0007158281329848
TRG_PTS1	0	20617	168	1245793	0.1792999450569022	-1.718695204802205	1.4163276539303655	0.0111680594860234	2.8786084402255447	0.1214682719518374	0.2022561320707482
TRG_PTS2	0	20617	335	1245626	0.0900387206692331	-2.407515471515969	1.4152843994145017	0.0056197230572036	1.442592657543919	0.0079159654732713	0.0169353685579684
